objectid,altnumtype,altnum
4025,Old Accession Number,B-3363
4028,Old Accession Number,B-3366
4030,Old Accession Number,B-3368
4039,Old Accession Number,B-3377
4052,Old Accession Number,B-3390
4063,Old Accession Number,B-3400
4064,Old Accession Number,B-3401
4066,Old Accession Number,B-3406
4067,Old Accession Number,B-3405
4068,Old Accession Number,B-3407
4069,Old Accession Number,B-3408
4074,Old Accession Number,B-3413
4075,Old Accession Number,B-3414
4080,Old Accession Number,B-3418
4083,Old Accession Number,B-3421
4087,Old Accession Number,B-3425
4088,Old Accession Number,B-3426
4098,Old Accession Number,B-3436
4103,Old Accession Number,B-3441
4111,Old Accession Number,B-3449
4124,Old Accession Number,B-3462
4131,Old Accession Number,B-3469
4133,Old Accession Number,B-3471
4134,Old Accession Number,B-3472
4146,Old Accession Number,B-3484
4148,Old Accession Number,B-3486
4165,Old Accession Number,B-3503
4175,Old Accession Number,B-3513
4182,Old Accession Number,B-3520
4186,Old Accession Number,B-3524
4187,Old Accession Number,B-3525
4190,Old Accession Number,B-3528
4192,Old Accession Number,B-3530
4193,Old Accession Number,B-3531
4201,Old Accession Number,B-3539
4203,Old Accession Number,B-3541
4212,Old Accession Number,B-3550
4213,Old Accession Number,B-3551
4218,Old Accession Number,B-3556
4227,Old Accession Number,B-3564
4235,Old Accession Number,B-3572
4239,Old Accession Number,B-3576
4241,Old Accession Number,B-3578
4242,Old Accession Number,B-3579
4244,Old Accession Number,B-3581
4248,Old Accession Number,B-3585
4255,Old Accession Number,B-3592
4258,Old Accession Number,B-3595
4262,Old Accession Number,B-3599
4265,Old Accession Number,B-3602
4279,Old Accession Number,B-3616
4280,Old Accession Number,B-3617
4281,Old Accession Number,B-3618
4283,Old Accession Number,B-3620
4285,Old Accession Number,B-3622
4290,Old Accession Number,B-3627
4292,Old Accession Number,B-3629
4296,Old Accession Number,B-3633
4303,Old Accession Number,B-3640
4304,Old Accession Number,B-3641
4305,Old Accession Number,B-3642
4307,Old Accession Number,B-3644
4311,Old Accession Number,B-3648
4319,Old Accession Number,B-3656
4320,Old Accession Number,B-3657
4321,Old Accession Number,B-3658
4322,Old Accession Number,B-3659
4326,Old Accession Number,B-3663
4331,Old Accession Number,B-3668
4332,Old Accession Number,B-3669
4337,Old Accession Number,B-3674
4343,Old Accession Number,B-3680
4344,Old Accession Number,B-3681
4348,Old Accession Number,B-3685
4351,Old Accession Number,B-3688
4354,Old Accession Number,B-3691
4356,Old Accession Number,B-3693
4358,Old Accession Number,B-3695
4361,Old Accession Number,B-3698
4371,Old Accession Number,B-3708
4374,Old Accession Number,B-3711
4387,Old Accession Number,B-3724
4392,Old Accession Number,B-3729
4397,Old Accession Number,B-3734
4406,Old Accession Number,B-3743
4408,Old Accession Number,B-3745
4411,Old Accession Number,B-3748
4412,Old Accession Number,B-3749
4413,Old Accession Number,B-3750
4414,Old Accession Number,B-3751
4420,Old Accession Number,B-3757
4426,Old Accession Number,B-3763
4427,Old Accession Number,B-3764
4436,Old Accession Number,B-3773
4438,Old Accession Number,B-3912
4440,Old Accession Number,B-3777
4441,Old Accession Number,B-3778
4444,Old Accession Number,B-3781
4445,Old Accession Number,B-3782
4449,Old Accession Number,B-3786
4451,Old Accession Number,B-3788
4454,Old Accession Number,B-3791
4456,Old Accession Number,B-3793
4458,Old Accession Number,B-3795
4459,Old Accession Number,B-3796
4463,Old Accession Number,B-3800
4465,Old Accession Number,B-3802
4471,Old Accession Number,B-3808
4473,Old Accession Number,B-3810
4476,Old Accession Number,B-3813
4484,Old Accession Number,B-3821
4490,Old Accession Number,B-3827
4491,Old Accession Number,B-3828
4501,Old Accession Number,B-3838
4502,Old Accession Number,B-3839
4504,Old Accession Number,B-3841
4506,Old Accession Number,B-3843
4507,Old Accession Number,B-3844
4511,Old Accession Number,B-3848
4513,Old Accession Number,B-3850
4517,Old Accession Number,B-3854
4522,Old Accession Number,B-3859
4535,Old Accession Number,B-3872
4540,Old Accession Number,B-3877
4543,Old Accession Number,B-3880
4546,Old Accession Number,B-3883
4554,Old Accession Number,B-3891
4555,Old Accession Number,B-3892
4560,Old Accession Number,B-3897
4562,Old Accession Number,B-3899
4567,Old Accession Number,B-3904
4571,Old Accession Number,B-3908
4574,Old Accession Number,B-3911
4575,Old Accession Number,B-3911
4578,Old Accession Number,B-3915
4583,Old Accession Number,B-3920
4584,Old Accession Number,B-3921
4585,Old Accession Number,B-3922
4586,Old Accession Number,B-3923
4588,Old Accession Number,B-3925
4614,Old Accession Number,B-3951
4628,Old Accession Number,B-3965
4631,Old Accession Number,B-3968
4632,Old Accession Number,B-3969
4636,Old Accession Number,B-3973
4642,Old Accession Number,B-3979
4645,Old Accession Number,B-3982
4651,Old Accession Number,B-3988
4652,Old Accession Number,B-3989
4654,Old Accession Number,B-3991
4663,Old Accession Number,B-4000
4665,Old Accession Number,B-4002
4670,Old Accession Number,B-4007
4674,Old Accession Number,B-4011
4678,Old Accession Number,B-4015
4683,Old Accession Number,B-4020
4684,Old Accession Number,B-4021
4699,Old Accession Number,B-4035
4702,Old Accession Number,B-4038
4703,Old Accession Number,B-4039
4705,Old Accession Number,B-4041
4708,Old Accession Number,B-4044
4714,Old Accession Number,B-4050
4723,Old Accession Number,B-4059
4725,Old Accession Number,B-4061
4731,Old Accession Number,B-4067
4737,Old Accession Number,B-4073
4738,Old Accession Number,B-4074
4743,Old Accession Number,B-4079
4746,Old Accession Number,B-4083
4747,Old Accession Number,B-4084
4753,Old Accession Number,B-4090
4754,Old Accession Number,B-4091
4755,Old Accession Number,B-4092
4756,Old Accession Number,B-4093
4761,Old Accession Number,B-4098
4770,Old Accession Number,B-4105
4771,Old Accession Number,B-4106
4772,Old Accession Number,B-4107
4774,Old Accession Number,B-4109
4777,Old Accession Number,B-4112
4783,Old Accession Number,B-4118
4786,Old Accession Number,B-4121
4787,Old Accession Number,B-4122
4789,Old Accession Number,B-4124
4791,Old Accession Number,B-4126
4794,Old Accession Number,B-4129
4795,Old Accession Number,B-4130
4798,Old Accession Number,B-4133
4799,Old Accession Number,B-4134
4805,Old Accession Number,B-4139
4809,Old Accession Number,B-4143
4811,Old Accession Number,B-4145
4816,Old Accession Number,B-4150
4819,Old Accession Number,B-4156
4825,Old Accession Number,B-4162
4831,Old Accession Number,B-4168
4840,Old Accession Number,B-4177
4847,Old Accession Number,B-4184
4852,Old Accession Number,B-4189
4868,Old Accession Number,B-4204
4873,Old Accession Number,B-4207
4881,Old Accession Number,B-4212
4883,Old Accession Number,B-4215
4903,Old Accession Number,B-4228
4907,Old Accession Number,B-4232
4916,Old Accession Number,B-4241
4918,Old Accession Number,B-4244
4920,Old Accession Number,B-4246
4924,Old Accession Number,B-4250
4943,Old Accession Number,B-4269
4955,Old Accession Number,B-4281
4957,Old Accession Number,B-4283
4958,Old Accession Number,B-4284
4960,Old Accession Number,B-4286
4967,Old Accession Number,B-4293
4977,Old Accession Number,B-4303
4980,Old Accession Number,B-4306
4983,Old Accession Number,B-4309
4985,Old Accession Number,B-4311
4993,Old Accession Number,B-4319
4995,Old Accession Number,B-4321
4997,Old Accession Number,B-4323
4998,Old Accession Number,B-4324
5002,Old Accession Number,B-4328
5003,Old Accession Number,B-4329
5005,Old Accession Number,B-4821
5009,Old Accession Number,B-4826
5010,Old Accession Number,B-4826
5011,Old Accession Number,B-4826
5013,Old Accession Number,B-4826
5015,Old Accession Number,B-4826
5017,Old Accession Number,B-4826
5018,Old Accession Number,B-4826
5026,Old Accession Number,B-4826
5028,Old Accession Number,B-11086
5030,Old Accession Number,B-4828
5032,Old Accession Number,B-4829
5033,Old Accession Number,B-4829
5036,Old Accession Number,B-4829
5040,Old Accession Number,B-4829
5044,Old Accession Number,B-4829
5046,Old Accession Number,B-4830
5047,Old Accession Number,B-4831
5052,Old Accession Number,B-5002
5057,Old Accession Number,B-5007
5061,Old Accession Number,B-5011
5062,Old Accession Number,B-5012
5072,Old Accession Number,B-5022
5076,Old Accession Number,B-5026
5081,Old Accession Number,B-5031
5082,Old Accession Number,B-5032
5086,Old Accession Number,B-5036
5088,Old Accession Number,B-5038
5092,Old Accession Number,B-5042
5100,Old Accession Number,B-5050
5103,Old Accession Number,B-5053
5105,Old Accession Number,B-5055
5109,Old Accession Number,B-5059
5113,Old Accession Number,B-5063
5119,Old Accession Number,B-5069
5128,Old Accession Number,B-5078
5131,Old Accession Number,B-5081
5132,Old Accession Number,B-5082
5133,Old Accession Number,B-5083
5137,Old Accession Number,B-5087
5143,Old Accession Number,B-5093
5144,Old Accession Number,B-5094
5147,Old Accession Number,B-5097
5150,Old Accession Number,B-5100
5151,Old Accession Number,B-5101
5156,Old Accession Number,B-5106
5159,Old Accession Number,B-5109
5161,Old Accession Number,B-5111
5170,Old Accession Number,B-5120
5174,Old Accession Number,B-5124
5175,Old Accession Number,B-5125
5177,Old Accession Number,B-5127
5180,Old Accession Number,B-5130
5181,Old Accession Number,B-5131
5184,Old Accession Number,B-5134
5187,Old Accession Number,B-5137
5188,Old Accession Number,B-5138
5189,Old Accession Number,B-5139
5191,Old Accession Number,B-5141
5193,Old Accession Number,B-5143
5194,Old Accession Number,B-5144
5197,Old Accession Number,B-5147
5207,Old Accession Number,B-5157
5208,Old Accession Number,B-5158
5211,Old Accession Number,B-5161
5214,Old Accession Number,B-5164
5218,Old Accession Number,B-5168
5225,Old Accession Number,B-5175
5235,Old Accession Number,B-5185
5241,Old Accession Number,B-5191
5244,Old Accession Number,B-5194
5248,Old Accession Number,B-5198
5251,Old Accession Number,B-5201
5255,Old Accession Number,B-5205
5258,Old Accession Number,B-5208
5262,Old Accession Number,B-5212
5264,Old Accession Number,B-5214
5266,Old Accession Number,B-5216
5270,Old Accession Number,B-5220
5273,Old Accession Number,B-5223
5275,Old Accession Number,B-5225
5277,Old Accession Number,B-5227
5278,Old Accession Number,B-5228
5281,Old Accession Number,B-5231
5294,Old Accession Number,B-5244
5295,Old Accession Number,B-5245
5301,Old Accession Number,B-5251
5312,Old Accession Number,B-5262
5313,Old Accession Number,B-5263
5318,Old Accession Number,B-5268
5323,Old Accession Number,B-5273
5324,Old Accession Number,B-5274
5330,Old Accession Number,B-5280
5334,Old Accession Number,B-5284
5335,Old Accession Number,B-5285
5337,Old Accession Number,B-5287
5343,Old Accession Number,B-5293
5344,Old Accession Number,B-5294
5346,Old Accession Number,B-5296
5350,Old Accession Number,B-5300
5352,Old Accession Number,B-5302
5353,Old Accession Number,B-5303
5354,Old Accession Number,B-5304
5358,Old Accession Number,B-5308
5359,Old Accession Number,B-5309
5361,Old Accession Number,B-5311
5368,Old Accession Number,B-5318
5369,Old Accession Number,B-5319
5371,Old Accession Number,B-5321
5375,Old Accession Number,B-5325
5377,Old Accession Number,B-5327
5378,Old Accession Number,B-5328
5383,Old Accession Number,B-5333
5385,Old Accession Number,B-5335
5392,Old Accession Number,B-5342
5396,Old Accession Number,B-5346
5400,Old Accession Number,B-5350
5412,Old Accession Number,B-5362
5413,Old Accession Number,B-5363
5417,Old Accession Number,B-5367
5418,Old Accession Number,B-5368
5423,Old Accession Number,B-5373
5427,Old Accession Number,B-5377
5430,Old Accession Number,B-5380
5434,Old Accession Number,B-5384
5439,Old Accession Number,B-5389
5444,Old Accession Number,B-5394
5445,Old Accession Number,B-5395
5446,Old Accession Number,B-5396
5448,Old Accession Number,B-5398
5450,Old Accession Number,B-5400
5455,Old Accession Number,B-5405
5456,Old Accession Number,B-5406
5457,Old Accession Number,B-5407
5458,Old Accession Number,B-5408
5460,Old Accession Number,B-5410
5461,Old Accession Number,B-5411
5468,Old Accession Number,B-5418
5469,Old Accession Number,B-5419
5471,Old Accession Number,B-5421
5472,Old Accession Number,B-5422
5476,Old Accession Number,B-5426
5477,Old Accession Number,B-5427
5493,Old Accession Number,B-5443
5495,Old Accession Number,B-5445
5498,Old Accession Number,B-5448
5502,Old Accession Number,B-5452
5503,Old Accession Number,B-5453
5505,Old Accession Number,B-5455
5507,Old Accession Number,B-5457
5512,Old Accession Number,B-5462
5513,Old Accession Number,B-5463
5514,Old Accession Number,B-5464
5515,Old Accession Number,B-5465
5520,Old Accession Number,B-5470
5521,Old Accession Number,B-5471
5522,Old Accession Number,B-5472
5528,Old Accession Number,B-5478
5531,Old Accession Number,B-5481
5532,Old Accession Number,B-5482
5540,Old Accession Number,B-5490
5546,Old Accession Number,B-5496
5548,Old Accession Number,B-5498
5555,Old Accession Number,B-5505
5557,Old Accession Number,B-5507
5559,Old Accession Number,B-5509
5563,Old Accession Number,B-5513
5567,Old Accession Number,B-5517
5570,Old Accession Number,B-5520
5573,Old Accession Number,B-5523
5575,Old Accession Number,B-5525
5578,Old Accession Number,B-5528
5580,Old Accession Number,B-5530
5583,Old Accession Number,B-5533
5585,Old Accession Number,B-5535
5590,Old Accession Number,B-5540
5602,Old Accession Number,B-5552
5604,Old Accession Number,B-5554
5606,Old Accession Number,B-5556
5607,Old Accession Number,B-5557
5610,Old Accession Number,B-5560
5615,Old Accession Number,B-5565
5616,Old Accession Number,B-5566
5618,Old Accession Number,B-5568
5623,Old Accession Number,B-5573
5631,Old Accession Number,B-5581
5640,Old Accession Number,B-5590
5645,Old Accession Number,B-5595
5648,Old Accession Number,B-5598
5655,Old Accession Number,B-5605
5657,Old Accession Number,B-5607
5658,Old Accession Number,B-5608
5661,Old Accession Number,B-5611
5670,Old Accession Number,B-5620
5673,Old Accession Number,B-5623
5678,Old Accession Number,B-5628
5682,Old Accession Number,B-5632
5688,Old Accession Number,B-5638
5689,Old Accession Number,B-5639
5694,Old Accession Number,B-5644
5695,Old Accession Number,B-5645
5696,Old Accession Number,B-5646
5699,Old Accession Number,B-5649
5705,Old Accession Number,B-5655
5709,Old Accession Number,B-5659
5712,Old Accession Number,B-5662
5713,Old Accession Number,B-5663
5719,Old Accession Number,B-5669
5721,Old Accession Number,B-5671
5722,Old Accession Number,B-5672
5728,Old Accession Number,B-5678
5730,Old Accession Number,B-5680
5736,Old Accession Number,B-5686
5739,Old Accession Number,B-5689
5740,Old Accession Number,B-5690
5744,Old Accession Number,B-5694
5755,Old Accession Number,B-5705
5757,Old Accession Number,B-5707
5759,Old Accession Number,B-5709
5764,Old Accession Number,B-5714
5768,Old Accession Number,B-5718
5772,Old Accession Number,B-5722
5776,Old Accession Number,B-5726
5778,Old Accession Number,B-5728
5779,Old Accession Number,B-5729
5785,Old Accession Number,B-5735
5786,Old Accession Number,B-5736
5795,Old Accession Number,B-5745
5803,Old Accession Number,B-5753
5807,Old Accession Number,B-5757
5812,Old Accession Number,B-5762
5817,Old Accession Number,B-5767
5822,Old Accession Number,B-5772
5827,Old Accession Number,B-5776
5832,Old Accession Number,B-5780
5836,Old Accession Number,B-5784
5838,Old Accession Number,B-5786
5845,Old Accession Number,B-5793
5846,Old Accession Number,B-5794
5853,Old Accession Number,B-5801
5862,Old Accession Number,B-5810
5863,Old Accession Number,B-5811
5867,Old Accession Number,B-5812
