objectid,element,dimensiontype,dimension,unitname
638,sheet,width,12.6000000000,centimeters
639,sheet,height,10.3000000000,centimeters
639,sheet,width,16.5000000000,centimeters
640,sheet,height,15.4000000000,centimeters
640,sheet,width,18.2000000000,centimeters
641,sheet,height,29.1000000000,centimeters
641,sheet,width,43.2000000000,centimeters
642,sheet,height,18.4000000000,centimeters
642,sheet,width,11.5000000000,centimeters
643,sheet,height,18.2000000000,centimeters
643,sheet,width,13.7000000000,centimeters
644,sheet,height,19.7000000000,centimeters
644,sheet,width,15.0000000000,centimeters
648,sheet,height,8.2000000000,centimeters
648,sheet,width,11.7000000000,centimeters
650,sheet,height,17.5000000000,centimeters
650,sheet,width,15.0000000000,centimeters
653,sheet,height,7.3000000000,centimeters
653,sheet,width,10.1000000000,centimeters
654,sheet,height,19.5000000000,centimeters
654,sheet,width,25.2000000000,centimeters
666,sheet,height,31.1000000000,centimeters
666,sheet,width,18.3000000000,centimeters
678,sheet,height,33.9000000000,centimeters
678,sheet,width,19.9000000000,centimeters
679,sheet,height,12.2000000000,centimeters
679,sheet,width,9.5000000000,centimeters
680,block,height,12.2000000000,centimeters
680,block,width,9.5000000000,centimeters
681,sheet,height,12.1000000000,centimeters
681,sheet,width,9.4000000000,centimeters
682,sheet,height,12.2000000000,centimeters
682,sheet,width,9.7000000000,centimeters
683,block,height,16.8000000000,centimeters
683,block,width,12.0000000000,centimeters
684,block,height,16.7000000000,centimeters
684,block,width,12.0000000000,centimeters
685,sheet,height,12.2000000000,centimeters
685,sheet,width,9.4000000000,centimeters
686,sheet,height,20.0000000000,centimeters
686,sheet,width,16.0000000000,centimeters
687,block,height,7.2000000000,centimeters
687,block,width,4.9000000000,centimeters
688,block,height,7.2000000000,centimeters
688,block,width,4.8000000000,centimeters
689,block,height,7.2000000000,centimeters
689,block,width,4.8000000000,centimeters
690,block,height,7.2000000000,centimeters
690,block,width,4.9000000000,centimeters
691,block,height,7.2000000000,centimeters
691,block,width,4.8000000000,centimeters
692,block,height,7.1000000000,centimeters
692,block,width,4.9000000000,centimeters
693,block,height,7.2000000000,centimeters
693,block,width,4.9000000000,centimeters
694,block,height,7.1000000000,centimeters
694,block,width,4.9000000000,centimeters
695,block,height,7.2000000000,centimeters
695,block,width,4.9000000000,centimeters
696,block,height,7.2000000000,centimeters
696,block,width,4.8000000000,centimeters
697,block,height,7.2000000000,centimeters
697,block,width,4.8000000000,centimeters
698,block,height,7.1000000000,centimeters
698,block,width,4.7000000000,centimeters
699,block,height,7.2000000000,centimeters
699,block,width,4.8000000000,centimeters
700,block,height,7.2000000000,centimeters
700,block,width,4.7000000000,centimeters
701,block,height,7.2000000000,centimeters
701,block,width,4.8000000000,centimeters
702,block,height,7.2000000000,centimeters
702,block,width,4.8000000000,centimeters
703,block,height,7.2000000000,centimeters
703,block,width,4.8000000000,centimeters
704,block,height,7.2000000000,centimeters
704,block,width,4.8000000000,centimeters
705,block,height,7.2000000000,centimeters
705,block,width,4.8000000000,centimeters
706,block,height,7.2000000000,centimeters
706,block,width,4.8000000000,centimeters
707,block,height,7.2000000000,centimeters
707,block,width,4.8000000000,centimeters
708,block,height,7.2000000000,centimeters
708,block,width,4.8000000000,centimeters
709,block,height,7.2000000000,centimeters
709,block,width,4.8000000000,centimeters
710,block,height,7.2000000000,centimeters
710,block,width,4.9000000000,centimeters
711,block,height,7.2000000000,centimeters
711,block,width,4.8000000000,centimeters
712,block,height,7.2000000000,centimeters
712,block,width,4.8000000000,centimeters
713,block,height,7.2000000000,centimeters
713,block,width,4.8000000000,centimeters
714,block,height,7.2000000000,centimeters
714,block,width,4.8000000000,centimeters
715,block,height,7.2000000000,centimeters
715,block,width,4.8000000000,centimeters
716,block,height,7.2000000000,centimeters
716,block,width,4.7000000000,centimeters
717,block,height,7.2000000000,centimeters
717,block,width,4.8000000000,centimeters
718,block,height,7.2000000000,centimeters
718,block,width,4.9000000000,centimeters
719,block,height,7.2000000000,centimeters
719,block,width,4.8000000000,centimeters
720,block,height,7.2000000000,centimeters
720,block,width,4.8000000000,centimeters
721,block,height,7.3000000000,centimeters
721,block,width,4.9000000000,centimeters
722,block,height,7.2000000000,centimeters
722,block,width,4.8000000000,centimeters
723,block,height,7.2000000000,centimeters
723,block,width,4.8000000000,centimeters
724,block,height,7.2000000000,centimeters
724,block,width,4.8000000000,centimeters
725,block,height,7.2000000000,centimeters
725,block,width,4.8000000000,centimeters
726,block,height,7.2000000000,centimeters
726,block,width,4.9000000000,centimeters
731,plate,height,30.3000000000,centimeters
731,plate,width,21.6000000000,centimeters
732,sheet,height,30.0000000000,centimeters
732,sheet,width,21.4000000000,centimeters
733,sheet,height,22.2000000000,centimeters
733,sheet,width,37.8000000000,centimeters
734,sheet,height,22.0000000000,centimeters
734,sheet,width,39.7000000000,centimeters
735,sheet,height,13.8000000000,centimeters
735,sheet,width,18.8000000000,centimeters
736,sheet,height,24.5000000000,centimeters
736,sheet,width,25.6000000000,centimeters
737,sheet,height,34.5000000000,centimeters
737,sheet,width,39.5000000000,centimeters
738,plate,height,6.5000000000,centimeters
738,plate,width,5.2000000000,centimeters
741,sheet,height,14.7000000000,centimeters
741,sheet,width,16.8000000000,centimeters
745,sheet,height,35.8800000000,centimeters
745,sheet,width,48.5800000000,centimeters
748,sheet,height,41.2000000000,centimeters
748,sheet,width,28.6000000000,centimeters
750,plate,height,29.9000000000,centimeters
750,plate,width,42.7000000000,centimeters
751,plate,height,29.9000000000,centimeters
751,plate,width,42.7000000000,centimeters
759,image,height,29.6000000000,centimeters
759,image,width,43.2000000000,centimeters
760,plate,height,30.0000000000,centimeters
760,plate,width,21.8000000000,centimeters
761,sheet,height,37.5000000000,centimeters
761,sheet,width,21.8000000000,centimeters
781,plate,height,61.3000000000,centimeters
781,plate,width,39.8000000000,centimeters
782,plate,height,54.8000000000,centimeters
782,plate,width,41.4000000000,centimeters
797,sheet,height,39.0000000000,centimeters
797,sheet,width,54.6000000000,centimeters
798,sheet,height,39.3000000000,centimeters
798,sheet,width,53.7000000000,centimeters
799,sheet,height,39.3000000000,centimeters
799,sheet,width,53.8000000000,centimeters
800,sheet,height,39.0000000000,centimeters
800,sheet,width,54.3000000000,centimeters
801,sheet,height,39.5000000000,centimeters
801,sheet,width,54.5000000000,centimeters
802,sheet,height,39.3000000000,centimeters
802,sheet,width,53.9000000000,centimeters
803,sheet,height,39.4000000000,centimeters
803,sheet,width,53.8000000000,centimeters
804,sheet,height,42.8000000000,centimeters
804,sheet,width,33.2000000000,centimeters
805,sheet,height,43.0000000000,centimeters
805,sheet,width,32.8000000000,centimeters
806,plate,height,21.5900000000,centimeters
806,plate,width,17.1500000000,centimeters
807,plate,height,21.5900000000,centimeters
807,plate,width,17.1500000000,centimeters
808,sheet,height,42.8000000000,centimeters
808,sheet,width,32.9000000000,centimeters
809,sheet,height,42.8000000000,centimeters
809,sheet,width,33.2000000000,centimeters
810,sheet,height,42.5000000000,centimeters
810,sheet,width,33.6000000000,centimeters
811,sheet,height,42.5000000000,centimeters
811,sheet,width,33.0000000000,centimeters
812,sheet,height,42.8000000000,centimeters
812,sheet,width,33.2000000000,centimeters
813,sheet,height,43.0000000000,centimeters
813,sheet,width,33.2000000000,centimeters
814,sheet,height,43.1000000000,centimeters
814,sheet,width,33.5000000000,centimeters
815,sheet,height,43.4000000000,centimeters
815,sheet,width,33.5000000000,centimeters
816,sheet,height,43.0000000000,centimeters
816,sheet,width,33.4000000000,centimeters
817,sheet,height,42.6000000000,centimeters
817,sheet,width,32.8000000000,centimeters
818,sheet,height,43.0000000000,centimeters
818,sheet,width,33.5000000000,centimeters
819,sheet,height,43.0000000000,centimeters
819,sheet,width,33.1000000000,centimeters
820,sheet,height,42.9000000000,centimeters
820,sheet,width,33.2000000000,centimeters
821,sheet,height,43.0000000000,centimeters
821,sheet,width,33.2000000000,centimeters
822,sheet,height,43.0000000000,centimeters
822,sheet,width,33.1000000000,centimeters
823,sheet,height,43.1000000000,centimeters
823,sheet,width,33.4000000000,centimeters
824,sheet,height,42.6000000000,centimeters
824,sheet,width,32.8000000000,centimeters
825,sheet,height,43.4000000000,centimeters
825,sheet,width,33.4000000000,centimeters
827,sheet,height,19.4000000000,centimeters
827,sheet,width,14.7000000000,centimeters
830,sheet,height,5.3000000000,centimeters
830,sheet,width,7.7000000000,centimeters
833,sheet,height,22.2000000000,centimeters
833,sheet,width,19.7000000000,centimeters
836,sheet,height,22.0000000000,centimeters
836,sheet,width,19.9000000000,centimeters
837,sheet,height,25.5000000000,centimeters
837,sheet,width,17.5000000000,centimeters
838,sheet,height,14.5000000000,centimeters
838,sheet,width,10.7000000000,centimeters
841,sheet,height,25.7000000000,centimeters
841,sheet,width,18.3000000000,centimeters
843,block,height,23.2000000000,centimeters
843,block,width,17.7000000000,centimeters
845,sheet,height,11.6000000000,centimeters
845,sheet,width,7.4000000000,centimeters
846,sheet,height,37.8000000000,centimeters
846,sheet,width,24.4000000000,centimeters
847,sheet,height,39.1000000000,centimeters
847,sheet,width,28.5000000000,centimeters
848,sheet,height,39.4000000000,centimeters
848,sheet,width,28.4000000000,centimeters
849,sheet,height,39.6000000000,centimeters
849,sheet,width,28.5000000000,centimeters
850,sheet,height,39.3000000000,centimeters
850,sheet,width,28.4000000000,centimeters
851,sheet,height,40.0000000000,centimeters
851,sheet,width,28.6000000000,centimeters
852,sheet,height,38.9000000000,centimeters
852,sheet,width,28.2000000000,centimeters
853,sheet,height,21.8000000000,centimeters
853,sheet,width,15.2000000000,centimeters
854,sheet,height,21.0000000000,centimeters
854,sheet,width,35.6000000000,centimeters
858,sheet,height,22.9000000000,centimeters
858,sheet,width,18.7000000000,centimeters
862,sheet,height,25.5000000000,centimeters
862,sheet,width,38.1000000000,centimeters
863,sheet,height,23.2000000000,centimeters
863,sheet,width,17.3000000000,centimeters
864,plate,height,24.0000000000,centimeters
864,plate,width,16.9000000000,centimeters
866,image,height,27.3000000000,centimeters
866,image,width,16.1000000000,centimeters
869,overall,height,37.0000000000,centimeters
869,overall,width,25.8000000000,centimeters
870,sheet,height,28.8000000000,centimeters
870,sheet,width,42.3000000000,centimeters
871,sheet,height,18.4000000000,centimeters
871,sheet,width,25.8000000000,centimeters
872,sheet,height,27.0000000000,centimeters
872,sheet,width,37.5000000000,centimeters
873,sheet,height,28.5000000000,centimeters
873,sheet,width,43.2000000000,centimeters
874,sheet,height,29.1000000000,centimeters
874,sheet,width,43.5000000000,centimeters
875,sheet,height,29.4000000000,centimeters
875,sheet,width,43.3000000000,centimeters
876,sheet,height,29.1000000000,centimeters
876,sheet,width,43.2000000000,centimeters
877,sheet,height,30.0000000000,centimeters
877,sheet,width,43.9000000000,centimeters
878,sheet,height,29.8000000000,centimeters
878,sheet,width,44.3000000000,centimeters
879,sheet,height,29.5000000000,centimeters
879,sheet,width,44.3000000000,centimeters
880,sheet,height,29.4000000000,centimeters
880,sheet,width,43.8000000000,centimeters
881,sheet,height,30.0000000000,centimeters
881,sheet,width,43.1000000000,centimeters
882,sheet,height,29.4000000000,centimeters
882,sheet,width,43.5000000000,centimeters
883,sheet,height,29.6000000000,centimeters
883,sheet,width,43.1000000000,centimeters
884,sheet,height,29.5000000000,centimeters
884,sheet,width,43.7000000000,centimeters
885,sheet,height,26.0000000000,centimeters
885,sheet,width,39.1000000000,centimeters
886,sheet,height,28.6000000000,centimeters
886,sheet,width,38.3000000000,centimeters
887,sheet,height,29.2000000000,centimeters
887,sheet,width,43.0000000000,centimeters
